user_id,departure_address,latitude,longitude,arrival_datetime,num_passenger,num_luggage
345,서초구 방배동,37.4845,126.9977,2025-01-04 02:12:34.155916,3,4
346,광진구 구의동,37.5374,127.085,2025-02-08 19:08:39.406845,2,2
347,송파구 잠실동,37.5117,127.0842,2025-02-15 14:05:48.633974,2,3
348,광진구 화양동,37.5454,127.0676,2024-12-23 17:25:07.608411,3,3
349,관악구 난곡동,37.4751,126.9205,2025-02-08 07:34:44.632399,1,2
350,구로구 오류동,37.4947,126.8441,2025-02-06 08:56:29.451548,2,2
351,용산구 이태원동,37.5347,126.9947,2025-02-07 11:25:36.757203,2,3
352,성동구 행당동,37.5583,127.0298,2024-12-31 08:28:43.333222,2,3
353,성북구 정릉동,37.6063,127.0106,2024-12-13 03:29:12.243164,3,4
354,강동구 둔촌동,37.5266,127.1365,2024-12-03 21:19:39.214181,3,3
355,강남구 역삼동,37.4987,127.0367,2025-01-10 06:34:37.673344,2,2
356,은평구 진관동,37.643,126.9184,2025-02-26 05:22:55.765455,2,2
357,도봉구 방학동,37.6659,127.0448,2025-02-20 11:36:51.281610,1,2
358,마포구 망원동,37.5551,126.9107,2025-01-23 16:24:27.240759,1,1
359,강남구 역삼동,37.4987,127.0367,2025-02-19 06:28:08.757119,2,2
360,마포구 연남동,37.5588,126.9259,2024-12-03 13:10:19.217983,3,4
361,서대문구 남가좌동,37.5738,126.9223,2024-12-03 08:25:40.961334,1,2
362,종로구 혜화동,37.5823,127.0018,2024-12-07 11:41:55.902335,2,2
363,은평구 불광동,37.6105,126.9303,2025-01-16 03:59:35.134696,2,2
364,종로구 창신동,37.5723,127.015,2025-01-11 00:50:11.872982,3,4
365,종로구 창신동,37.5723,127.015,2025-02-17 02:05:43.039959,3,3
366,금천구 시흥동,37.4494,126.9034,2025-01-03 22:33:27.631097,1,2
367,양천구 목동,37.5442,126.8667,2024-12-29 19:36:59.121886,3,4
368,구로구 고척동,37.5038,126.8581,2024-12-27 18:57:34.718244,2,2
369,은평구 녹번동,37.6009,126.9351,2024-12-19 23:12:50.982642,3,4
370,영등포구 신길동,37.5079,126.9172,2025-01-11 00:49:15.845230,3,3
371,종로구 청운동,37.5866,126.9697,2025-02-04 10:24:24.691565,1,2
372,동작구 동작동,37.5035,126.951,2025-02-01 19:37:22.618404,1,2
373,관악구 난곡동,37.4751,126.9205,2024-12-30 14:49:55.964186,2,3
374,강서구 등촌동,37.5585,126.8627,2025-01-06 00:56:27.106281,2,2
375,송파구 문정동,37.489,127.1215,2024-12-12 23:32:07.083823,3,3
376,동대문구 용두동,37.5749,127.0389,2025-01-13 20:42:30.997327,2,2
377,송파구 방이동,37.514,127.1251,2024-12-30 02:29:48.412961,3,4
378,서대문구 연희동,37.5682,126.9315,2024-12-15 15:43:42.610083,3,4
379,양천구 신월동,37.5302,126.8348,2024-12-21 03:56:13.543857,3,3
380,용산구 한남동,37.5345,127.0005,2024-12-19 18:56:42.031073,3,4
381,동작구 흑석동,37.5084,126.9638,2025-01-25 03:40:01.289879,3,3
382,강서구 등촌동,37.5585,126.8627,2024-12-28 19:32:28.565878,3,3
383,강동구 둔촌동,37.5266,127.1365,2025-01-31 21:33:29.725055,2,3
384,강서구 등촌동,37.5585,126.8627,2025-02-20 16:58:49.232200,2,3
385,종로구 창신동,37.5723,127.015,2025-01-15 14:21:57.611739,3,4
386,마포구 상암동,37.5796,126.8903,2024-12-23 06:01:40.451881,2,2
387,성북구 정릉동,37.6063,127.0106,2025-01-22 18:38:58.387216,1,1
388,성북구 석관동,37.6125,127.0611,2025-01-15 01:20:29.942135,2,2
389,서대문구 남가좌동,37.5738,126.9223,2024-12-31 17:54:30.850101,3,4
390,노원구 월계동,37.6311,127.0587,2025-01-06 05:07:06.275254,1,2
391,관악구 봉천동,37.4824,126.9521,2025-02-11 07:40:50.196807,3,3
392,금천구 가산동,37.4772,126.8868,2025-02-17 01:30:41.591373,2,2
393,용산구 한남동,37.5345,127.0005,2025-01-16 14:27:38.813564,3,3
394,성북구 돈암동,37.5891,127.0166,2025-01-12 07:07:54.175217,3,3
395,서대문구 남가좌동,37.5738,126.9223,2024-12-22 15:48:41.482825,3,4
396,중랑구 신내동,37.6126,127.1035,2025-01-30 22:44:16.938391,2,3
397,노원구 중계동,37.6481,127.0,2024-12-07 08:11:09.357723,2,2
398,강서구 화곡동,37.541,126.837,2025-01-26 17:07:34.135315,1,1
399,노원구 월계동,37.6311,127.0587,2024-12-19 02:21:26.093070,1,2
400,성동구 행당동,37.5583,127.0298,2025-01-25 21:26:48.244796,2,2
401,동작구 흑석동,37.5084,126.9638,2025-01-01 13:25:59.310280,1,2
402,구로구 개봉동,37.4972,126.8588,2025-02-07 18:13:12.430688,1,2
403,용산구 한남동,37.5345,127.0005,2025-01-28 10:27:43.357581,2,3
404,용산구 용산동2가,37.5381,126.965,2025-01-21 16:58:40.209190,2,3
405,중랑구 면목동,37.5873,127.0887,2025-02-22 09:45:22.333792,3,3
406,동작구 노량진동,37.5132,126.9409,2024-12-13 12:00:31.878996,2,2
407,관악구 신림동,37.4846,126.9304,2024-12-20 02:13:19.493999,2,2
408,은평구 진관동,37.643,126.9184,2025-02-19 22:19:21.791533,1,2
409,도봉구 창동,37.6543,127.0479,2025-01-30 06:22:55.073400,2,3
410,서초구 방배동,37.4845,126.9977,2025-02-13 12:49:18.046147,1,2
411,은평구 불광동,37.6105,126.9303,2025-01-04 23:29:50.860430,2,2
412,중랑구 묵동,37.6121,127.0761,2025-01-09 02:13:06.495214,1,2
413,중구 소공동,37.5641,126.9753,2025-02-03 07:41:27.547006,2,3
414,서초구 방배동,37.4845,126.9977,2025-01-31 13:36:26.890900,3,3
415,노원구 월계동,37.6261,127.0659,2024-12-24 10:50:48.373946,1,2
416,마포구 연남동,37.5588,126.9259,2024-12-31 01:26:47.291953,3,4
417,도봉구 쌍문동,37.6486,127.0347,2025-02-17 01:35:22.245621,3,3
418,성동구 성수동1가,37.5477,127.0422,2025-01-30 21:24:26.606127,2,2
419,강북구 번동,37.6366,127.0341,2024-12-27 07:13:22.422801,2,3
420,강서구 방화동,37.5777,126.8125,2025-02-25 16:09:26.910168,1,1
421,노원구 하계동,37.6397,127.0665,2024-12-01 16:04:23.846539,1,1
422,동작구 사당동,37.4792,126.9808,2024-12-20 19:18:07.669283,3,3
423,중구 약수동,37.5549,127.0109,2024-12-02 03:23:50.862883,3,3
424,강북구 수유1동,37.6399,127.019,2024-12-09 19:15:34.178586,3,3
425,성동구 성수동1가,37.5477,127.0422,2024-12-08 22:28:36.301502,3,3
426,강동구 둔촌동,37.5266,127.1365,2025-01-18 07:37:55.036061,2,2
427,광진구 광장동,37.545,127.104,2025-01-22 08:46:08.828005,1,2
428,종로구 사직동,37.5795,126.9701,2025-01-13 06:27:21.487350,3,4
429,강동구 둔촌동,37.5266,127.1365,2025-02-17 16:07:25.661474,3,4
430,강남구 논현동,37.5101,127.0359,2024-12-15 07:37:10.299287,3,4
431,동작구 노량진동,37.5132,126.9409,2025-02-14 08:28:33.867570,3,4
432,노원구 중계동,37.6481,127.0,2025-02-21 03:20:41.140968,1,1
433,양천구 목동,37.5442,126.8667,2024-12-12 02:00:45.797123,3,3
434,성북구 석관동,37.6125,127.0611,2025-02-06 12:09:56.500794,2,3
435,금천구 시흥동,37.4494,126.9034,2025-02-01 20:36:17.946430,3,3
436,도봉구 방학동,37.6659,127.0448,2025-01-21 10:54:58.131340,3,3
437,강동구 암사동,37.5506,127.1319,2024-12-25 14:13:01.322863,3,4
438,서초구 잠원동,37.512,127.0107,2024-12-17 19:14:21.163145,3,3
439,중구 소공동,37.5641,126.9753,2024-12-25 22:22:23.483020,2,2
440,서대문구 남가좌동,37.5738,126.9223,2025-02-12 11:09:04.016900,3,3
441,성동구 금호동1가,37.5497,127.0197,2025-02-15 06:29:40.214064,2,2
442,구로구 구로동,37.5037,126.8895,2025-02-12 21:37:33.610595,2,3
443,영등포구 여의도동,37.5245,126.9275,2025-02-19 22:04:09.695168,3,4
444,송파구 방이동,37.514,127.1251,2024-12-06 03:29:34.225302,3,4
445,용산구 이태원동,37.5347,126.9947,2024-12-28 13:32:13.723581,1,1
446,노원구 하계동,37.6397,127.0665,2025-01-05 21:36:55.199042,3,3
447,중구 명동,37.5634,126.9862,2024-12-22 21:04:57.470765,2,2
448,강북구 수유동,37.6394,127.0251,2024-12-26 16:32:31.588468,3,4
449,종로구 사직동,37.5795,126.9701,2025-02-24 19:01:09.190204,2,2
450,금천구 가산동,37.4772,126.8868,2024-12-20 05:32:18.703945,2,3
451,송파구 문정동,37.489,127.1215,2025-02-23 09:05:50.711138,1,1
452,관악구 봉천동,37.4824,126.9521,2025-02-13 00:03:31.235873,1,2
453,동대문구 청량리동,37.5802,127.0466,2024-12-07 12:09:05.356720,2,3
454,중랑구 상봉동,37.5963,127.0862,2025-01-17 07:40:15.388836,1,2
455,양천구 목동,37.5442,126.8667,2025-02-14 08:16:28.501345,3,3
456,동대문구 청량리동,37.5802,127.0466,2025-02-17 07:53:56.408851,1,2
457,마포구 연남동,37.5588,126.9259,2025-02-08 16:22:54.081982,2,3
458,용산구 용산동2가,37.5381,126.965,2024-12-17 11:58:57.875922,1,1
459,광진구 자양동,37.5322,127.0745,2025-02-12 14:56:56.523909,3,3
460,관악구 신림동,37.4846,126.9304,2025-02-14 05:41:41.267829,2,3
461,구로구 개봉동,37.4972,126.8588,2024-12-11 03:48:47.611215,1,2
462,강북구 미아동,37.6267,127.0257,2025-02-01 13:34:31.661145,1,1
463,구로구 구로동,37.5037,126.8895,2025-02-14 02:02:02.349489,3,4
464,광진구 화양동,37.5454,127.0676,2024-12-15 09:56:21.687474,2,3
465,금천구 독산1동,37.4683,126.899,2025-01-30 06:41:46.433080,1,1
466,성북구 길음동,37.6075,127.0233,2025-02-07 10:15:05.715153,1,1
467,서초구 서초동,37.4837,127.0324,2025-02-09 21:04:37.477212,1,1
468,성동구 금호동1가,37.5497,127.0197,2025-02-19 05:08:45.355277,1,2
469,중랑구 면목동,37.5873,127.0887,2024-12-07 00:55:34.079521,2,3
470,성북구 길음동,37.6075,127.0233,2025-02-13 05:27:55.455148,1,1
471,강북구 수유동,37.6394,127.0251,2025-01-03 06:20:01.894118,1,1
472,양천구 신정동,37.5206,126.8563,2024-12-08 01:17:18.035200,2,3
473,동대문구 장안동,37.5746,127.0727,2024-12-18 03:56:29.360333,1,1
474,관악구 봉천동,37.4824,126.9521,2025-02-04 09:09:12.700119,2,2
475,강서구 등촌동,37.5585,126.8627,2025-01-06 22:51:36.161024,2,3
476,마포구 도화동,37.5457,126.945,2024-12-31 10:07:46.283468,1,1
477,송파구 방이동,37.514,127.1251,2025-02-14 22:12:29.753641,3,3
478,영등포구 여의도동,37.5245,126.9275,2024-12-14 09:27:40.636594,3,3
479,노원구 중계동,37.6481,127.0,2025-02-26 17:01:57.573844,1,1
480,구로구 구로동,37.5037,126.8895,2024-12-02 00:26:57.884053,1,1
481,중랑구 묵동,37.6121,127.0761,2025-02-25 01:25:21.308456,2,3
482,구로구 고척동,37.5038,126.8581,2025-02-26 22:50:01.917981,1,1
483,강동구 둔촌동,37.5266,127.1365,2025-02-13 12:50:50.886435,3,3
484,은평구 녹번동,37.6009,126.9351,2024-12-08 17:33:27.443398,2,3
485,성북구 정릉동,37.6063,127.0106,2024-12-22 04:34:41.355538,3,3
486,성북구 돈암동,37.5891,127.0166,2025-01-13 20:12:25.530103,2,2
487,용산구 이태원동,37.5347,126.9947,2024-12-12 17:22:11.300478,3,4
488,도봉구 쌍문동,37.6486,127.0347,2025-02-19 22:41:20.112017,2,2
489,성북구 석관동,37.6125,127.0611,2025-01-16 14:27:24.929364,2,3
490,중랑구 면목동,37.5873,127.0887,2025-02-03 17:24:51.658233,2,2
491,은평구 갈현동,37.6185,126.9162,2025-01-15 18:24:00.275615,1,2
492,서대문구 북가좌동,37.5815,126.9134,2024-12-30 14:52:32.976687,1,1
493,은평구 녹번동,37.6009,126.9351,2025-02-05 04:34:20.664967,1,2
494,관악구 봉천동,37.4824,126.9521,2025-02-13 00:01:26.745431,3,4
495,강북구 번동,37.6366,127.0341,2025-01-19 02:36:52.266937,2,3
496,중구 신당동,37.561,127.0182,2025-02-21 10:01:56.987720,2,3
497,은평구 불광동,37.6105,126.9303,2025-01-07 10:38:13.810842,2,3
498,구로구 구로동,37.5037,126.8895,2025-02-08 16:55:36.397403,3,3
499,금천구 독산1동,37.4683,126.899,2024-12-21 03:25:19.918433,3,4
500,강남구 도곡동,37.4907,127.0558,2024-12-04 01:49:00.496263,1,1
501,강북구 수유1동,37.6399,127.019,2025-01-14 17:47:28.110083,1,1
502,강남구 역삼동,37.4987,127.0367,2025-02-05 15:10:41.138353,1,1
503,은평구 불광동,37.6105,126.9303,2024-12-14 02:30:17.173530,3,4
504,중구 소공동,37.5641,126.9753,2025-02-20 06:19:53.130681,1,2
505,용산구 한남동,37.5345,127.0005,2024-12-20 05:55:16.915043,2,2
506,은평구 갈현동,37.6185,126.9162,2025-01-11 07:42:46.949820,1,1
507,중랑구 묵동,37.6121,127.0761,2025-01-24 09:27:32.096510,1,2
508,종로구 창신동,37.5723,127.015,2024-12-06 13:07:29.837124,1,2
509,종로구 청운동,37.5866,126.9697,2024-12-20 09:35:54.496249,1,2
510,도봉구 창동,37.6543,127.0479,2025-01-05 23:57:07.747513,1,2
511,서대문구 연희동,37.5682,126.9315,2024-12-21 18:59:36.552930,2,2
512,광진구 자양동,37.5322,127.0745,2025-01-27 08:50:05.368428,1,2
513,마포구 상암동,37.5796,126.8903,2025-02-13 12:03:59.032709,2,2
514,동작구 노량진동,37.5132,126.9409,2025-01-18 23:59:54.954897,2,3
515,양천구 목동,37.5442,126.8667,2024-12-21 08:01:52.763370,3,4
516,강남구 역삼동,37.4987,127.0367,2025-02-01 14:26:00.959915,1,2
517,노원구 월계동,37.6261,127.0659,2024-12-06 05:50:57.024220,2,2
518,중구 소공동,37.5641,126.9753,2025-01-23 16:59:53.175205,1,1
519,노원구 월계동,37.6261,127.0659,2024-12-25 12:47:41.745909,3,4
520,도봉구 방학동,37.6659,127.0448,2024-12-05 07:00:42.541460,3,4
521,광진구 구의동,37.5374,127.085,2025-02-19 09:28:49.737407,2,3
522,성북구 석관동,37.6125,127.0611,2025-02-05 03:20:42.317570,3,4
523,노원구 월계동,37.6311,127.0587,2024-12-27 19:28:59.687963,1,2
524,동대문구 장안동,37.5746,127.0727,2025-01-11 16:54:51.191031,1,1
525,종로구 창신동,37.5723,127.015,2024-12-05 05:19:29.455866,3,4
526,중랑구 면목동,37.5873,127.0887,2024-12-20 04:11:47.998776,3,3
527,구로구 구로동,37.5037,126.8895,2025-02-05 13:15:21.190752,3,3
528,송파구 방이동,37.514,127.1251,2024-12-30 17:00:28.342022,1,2
529,도봉구 창동,37.6543,127.0479,2025-01-17 15:59:55.314674,1,2
530,양천구 목5동,37.5483,126.8664,2025-01-02 13:15:45.512736,1,1
531,동대문구 청량리동,37.5802,127.0466,2024-12-17 08:30:49.317475,2,2
532,중구 을지로동,37.5665,126.9928,2025-02-03 06:10:09.914670,2,3
533,동작구 사당동,37.4792,126.9808,2024-12-26 19:57:32.805696,1,2
534,중구 을지로동,37.5665,126.9928,2025-01-08 23:55:13.604246,1,2
535,강북구 번동,37.6366,127.0341,2024-12-22 16:40:00.837160,3,4
536,구로구 개봉동,37.4972,126.8588,2025-01-20 17:51:07.246837,3,3
537,동대문구 장안동,37.5746,127.0727,2025-02-15 00:23:37.453148,2,3
538,중구 을지로동,37.5665,126.9928,2025-01-08 10:46:02.182201,1,2
539,중랑구 묵동,37.6121,127.0761,2025-01-30 18:01:42.238043,3,4
540,금천구 독산1동,37.4683,126.899,2024-12-30 19:42:18.764405,3,4
541,중구 을지로동,37.5665,126.9928,2024-12-19 06:30:31.320604,1,1
542,강서구 등촌동,37.5585,126.8627,2025-01-17 23:27:56.345678,1,2
543,서초구 서초동,37.4837,127.0324,2025-02-24 15:08:10.768201,3,3
544,양천구 신정동,37.5206,126.8563,2025-02-15 23:12:12.286800,1,1
545,종로구 무악동,37.5775,126.9573,2024-12-05 05:26:05.771062,1,1
546,종로구 창신동,37.5723,127.015,2025-01-25 06:23:19.652636,2,2
547,관악구 봉천동,37.4824,126.9521,2024-12-08 01:16:11.940933,1,1
548,성북구 석관동,37.6125,127.0611,2025-02-07 20:11:47.697339,2,2
549,서초구 방배동,37.4845,126.9977,2025-01-05 14:31:32.623094,3,3
550,양천구 목5동,37.5483,126.8664,2025-02-22 00:39:44.254557,3,4
551,종로구 혜화동,37.5823,127.0018,2025-02-08 10:10:46.916520,2,3
552,중랑구 묵동,37.6121,127.0761,2024-12-27 15:05:44.218733,1,2
553,마포구 도화동,37.5457,126.945,2024-12-10 09:38:49.705694,1,1
554,마포구 연남동,37.5588,126.9259,2025-02-09 01:59:41.097330,2,3
555,도봉구 방학동,37.6659,127.0448,2025-02-18 12:19:30.777574,3,4
556,강동구 암사동,37.5506,127.1319,2025-02-22 11:39:38.527689,2,2
557,영등포구 여의도동,37.5245,126.9275,2025-02-26 03:45:32.754294,2,3
558,동대문구 용두동,37.5749,127.0389,2024-12-17 19:02:36.627134,2,2
559,강동구 암사동,37.5506,127.1319,2025-01-03 03:25:25.503767,1,1
560,노원구 공릉동,37.6251,127.0726,2025-01-24 18:01:36.607903,2,3
561,구로구 개봉동,37.4972,126.8588,2025-02-24 08:35:10.171727,2,2
562,중랑구 상봉동,37.5963,127.0862,2025-01-27 07:54:50.103451,1,2
563,서초구 방배동,37.4845,126.9977,2025-02-09 18:01:06.714403,1,2
564,구로구 고척동,37.5038,126.8581,2025-02-04 00:25:52.660264,1,2
565,구로구 개봉동,37.4972,126.8588,2025-02-24 22:37:54.185213,3,4
566,노원구 중계동,37.6481,127.0,2024-12-13 22:35:57.059541,2,3
567,금천구 가산동,37.4772,126.8868,2024-12-29 19:16:15.544582,1,1
568,광진구 광장동,37.545,127.104,2024-12-28 15:23:27.025814,2,2
569,성북구 정릉동,37.6063,127.0106,2024-12-06 17:27:50.338928,3,4
570,중구 을지로동,37.5665,126.9928,2025-02-05 05:22:31.611049,2,3
571,도봉구 쌍문1동,37.6513,127.0341,2024-12-31 06:17:09.272522,3,3
572,은평구 갈현동,37.6185,126.9162,2025-01-21 10:04:44.157856,1,2
573,중랑구 묵동,37.6121,127.0761,2025-01-07 21:24:13.482487,2,2
574,광진구 광장동,37.545,127.104,2024-12-15 14:06:35.337228,1,1
575,도봉구 쌍문1동,37.6513,127.0341,2025-02-22 10:58:19.308946,3,3
576,은평구 갈현동,37.6185,126.9162,2024-12-24 12:49:32.423131,1,1
577,관악구 봉천동,37.4824,126.9521,2024-12-18 02:53:51.026057,1,2
578,중랑구 면목동,37.5873,127.0887,2024-12-18 11:34:51.334782,2,2
579,강남구 도곡동,37.4907,127.0558,2025-02-07 16:53:38.784903,3,3
580,송파구 방이동,37.514,127.1251,2025-02-20 00:54:18.651772,3,4
581,서대문구 연희동,37.5682,126.9315,2025-01-26 09:56:41.633251,2,2
582,성북구 돈암동,37.5891,127.0166,2025-01-05 11:35:00.062669,2,3
583,양천구 목동,37.5442,126.8667,2024-12-11 10:55:54.887606,2,2
584,관악구 봉천동,37.4824,126.9521,2025-02-06 07:12:53.717417,1,2
585,강북구 수유1동,37.6399,127.019,2025-02-14 11:44:19.295803,2,2
586,마포구 연남동,37.5588,126.9259,2025-01-16 20:02:56.920314,1,2
587,중랑구 상봉동,37.5963,127.0862,2025-01-14 02:45:12.665499,1,1
588,성북구 정릉동,37.6063,127.0106,2024-12-23 13:58:46.285309,3,4
589,강남구 도곡동,37.4907,127.0558,2024-12-31 12:27:35.812799,1,2
590,중구 을지로동,37.5665,126.9928,2025-02-08 19:57:11.610546,2,2
591,서초구 서초동,37.4837,127.0324,2025-02-22 05:58:12.393635,3,3
592,광진구 화양동,37.5454,127.0676,2025-01-11 01:48:52.903963,2,2
593,강북구 수유1동,37.6399,127.019,2025-01-28 15:46:35.204655,2,2
594,마포구 망원동,37.5551,126.9107,2024-12-19 19:37:47.412289,1,2
595,중구 을지로동,37.5665,126.9928,2024-12-31 08:15:47.871464,3,4
596,용산구 이태원동,37.5347,126.9947,2025-01-22 12:33:02.378222,2,2
597,강서구 등촌동,37.5585,126.8627,2025-01-07 16:58:41.733869,3,3
598,강남구 도곡동,37.4907,127.0558,2025-02-25 07:23:18.625340,3,3
599,성동구 성수동1가,37.5477,127.0422,2025-01-22 11:37:22.049196,2,2
600,중구 신당동,37.561,127.0182,2024-12-14 03:29:56.001898,3,4
601,은평구 진관동,37.643,126.9184,2025-02-11 20:10:57.326697,3,3
602,은평구 진관동,37.643,126.9184,2025-01-27 07:05:45.508343,3,4
603,노원구 월계동,37.6261,127.0659,2025-01-29 03:56:55.601604,3,4
604,노원구 중계동,37.6481,127.0,2024-12-26 18:42:14.443066,1,1
605,강서구 등촌동,37.5585,126.8627,2025-02-22 10:18:49.113107,3,3
606,동작구 동작동,37.5035,126.951,2024-12-14 18:10:32.817006,1,2
607,중구 명동,37.5634,126.9862,2025-02-19 11:39:14.266633,1,2
608,구로구 구로동,37.5037,126.8895,2025-01-12 16:34:30.212940,2,3
609,은평구 녹번동,37.6009,126.9351,2025-02-25 07:30:46.086671,1,2
610,마포구 도화동,37.5457,126.945,2024-12-17 13:40:27.283884,1,1
611,강남구 역삼동,37.4987,127.0367,2025-02-08 07:05:20.273414,3,4
612,서대문구 북가좌동,37.5815,126.9134,2025-01-14 11:39:02.629962,1,1
613,강북구 미아동,37.6267,127.0257,2025-01-30 20:53:40.478263,2,3
614,동작구 노량진동,37.5132,126.9409,2025-02-08 17:20:52.827549,1,2
615,용산구 한남동,37.5345,127.0005,2025-01-07 23:21:00.166167,3,3
616,마포구 연남동,37.5588,126.9259,2025-01-08 09:47:04.257138,3,4
617,동대문구 장안동,37.5746,127.0727,2025-01-15 23:03:38.931052,1,1
618,관악구 난곡동,37.4751,126.9205,2024-12-02 23:55:07.467357,2,2
619,영등포구 여의도동,37.5245,126.9275,2025-02-25 07:28:42.692560,3,4
620,마포구 상암동,37.5796,126.8903,2024-12-01 20:16:02.950900,3,3
621,중구 소공동,37.5641,126.9753,2025-02-20 20:45:02.537880,1,1
622,종로구 창신동,37.5723,127.015,2025-01-07 18:18:49.352096,3,4
623,서초구 잠원동,37.512,127.0107,2024-12-05 19:25:01.610595,1,2
624,노원구 월계동,37.6311,127.0587,2024-12-03 21:43:12.358226,2,2
625,노원구 하계동,37.6397,127.0665,2025-02-18 20:06:52.591954,1,1
626,동작구 노량진동,37.5132,126.9409,2025-01-13 15:15:15.878264,2,2
627,강북구 수유1동,37.6399,127.019,2025-02-25 16:24:26.888409,1,1
628,종로구 무악동,37.5775,126.9573,2025-02-22 19:51:11.388034,1,1
629,도봉구 창동,37.6543,127.0479,2025-02-06 20:41:18.059481,2,3
630,강북구 수유동,37.6394,127.0251,2025-02-22 03:18:02.643564,2,3
631,성동구 성수동1가,37.5477,127.0422,2024-12-17 18:57:06.508174,1,2
632,중구 약수동,37.5549,127.0109,2024-12-10 07:39:45.595444,1,1
633,금천구 가산동,37.4772,126.8868,2025-02-26 00:39:51.477417,1,1
634,강북구 미아동,37.6267,127.0257,2024-12-21 21:32:30.194128,2,2
635,은평구 진관동,37.643,126.9184,2025-01-05 08:32:52.729043,3,3
636,노원구 하계동,37.6397,127.0665,2025-02-12 05:01:37.496180,2,3
637,중구 을지로동,37.5665,126.9928,2024-12-28 22:56:24.636915,3,4
638,중랑구 상봉동,37.5963,127.0862,2025-02-16 08:27:13.478934,3,4
639,강북구 수유동,37.6394,127.0251,2024-12-22 19:51:56.238692,1,2
640,관악구 신림동,37.4846,126.9304,2024-12-14 22:15:11.922569,1,1
641,양천구 목동,37.5442,126.8667,2025-02-05 12:03:38.274663,3,3
642,구로구 고척동,37.5038,126.8581,2025-01-13 18:04:12.056738,3,3
643,중랑구 면목동,37.5873,127.0887,2025-01-08 11:09:34.997784,3,3
644,도봉구 창동,37.6543,127.0479,2025-01-13 10:43:04.831663,2,3
645,동대문구 청량리동,37.5802,127.0466,2025-01-31 08:31:47.459735,1,1
646,서초구 서초동,37.4837,127.0324,2025-01-20 17:01:20.583449,1,2
647,강북구 수유동,37.6394,127.0251,2024-12-12 18:34:17.411785,1,1
648,용산구 남영동,37.5423,126.9732,2024-12-29 16:50:35.485775,1,2
649,관악구 난곡동,37.4751,126.9205,2025-02-16 22:49:15.338494,1,1
650,구로구 고척동,37.5038,126.8581,2024-12-21 09:19:47.623461,3,3
651,노원구 공릉동,37.6251,127.0726,2024-12-27 23:52:12.178181,2,2
652,성동구 행당동,37.5583,127.0298,2024-12-09 03:49:39.743673,1,2
653,서대문구 북가좌동,37.5815,126.9134,2025-02-05 13:06:15.143202,1,1
654,동작구 노량진동,37.5132,126.9409,2025-02-24 09:05:52.650776,2,3
655,광진구 구의동,37.5374,127.085,2025-01-22 03:58:26.526323,2,3
656,은평구 진관동,37.643,126.9184,2025-02-07 19:23:11.441186,1,1
657,중랑구 묵동,37.6121,127.0761,2025-02-09 22:07:46.824968,3,4
658,동작구 동작동,37.5035,126.951,2025-02-08 13:08:20.893349,3,3
659,도봉구 쌍문동,37.6486,127.0347,2025-01-27 02:39:47.751641,3,4
660,은평구 갈현동,37.6185,126.9162,2024-12-14 15:48:09.721598,2,3
661,구로구 개봉동,37.4972,126.8588,2025-01-18 01:31:36.028602,1,2
662,중구 신당동,37.561,127.0182,2025-01-24 08:20:25.764867,2,2
663,중랑구 면목동,37.5873,127.0887,2025-02-03 18:11:24.259094,2,3
664,영등포구 여의도동,37.5245,126.9275,2025-02-07 05:47:28.160775,3,4
665,양천구 신월동,37.5302,126.8348,2024-12-25 09:56:47.995982,2,2
666,종로구 혜화동,37.5823,127.0018,2025-02-08 05:47:23.730156,1,1
667,금천구 독산1동,37.4683,126.899,2025-02-20 01:22:54.535211,2,3
668,중구 명동,37.5634,126.9862,2024-12-24 21:58:34.126123,3,4
669,종로구 사직동,37.5795,126.9701,2025-02-17 07:22:48.088446,2,3
670,종로구 혜화동,37.5823,127.0018,2025-02-19 14:34:39.611692,1,2
671,강서구 가양동,37.5618,126.8545,2025-02-15 13:54:26.773472,2,2
672,강북구 수유1동,37.6399,127.019,2024-12-20 09:10:53.993520,2,2
673,영등포구 신길동,37.5079,126.9172,2024-12-05 15:42:07.793384,3,3
674,종로구 창신동,37.5723,127.015,2024-12-14 12:57:37.768023,2,3
675,성북구 정릉동,37.6063,127.0106,2025-01-17 02:53:21.832892,1,2
676,광진구 광장동,37.545,127.104,2025-02-24 02:15:09.133751,1,1
677,강서구 등촌동,37.5585,126.8627,2024-12-04 11:04:53.922046,2,3
678,송파구 문정동,37.489,127.1215,2024-12-24 15:28:00.792476,1,1
679,성동구 성수동1가,37.5477,127.0422,2024-12-29 00:06:44.814265,2,3
680,금천구 가산동,37.4772,126.8868,2024-12-11 20:07:26.867394,3,3
681,구로구 개봉동,37.4972,126.8588,2024-12-19 20:04:28.184217,2,2
682,동대문구 용두동,37.5749,127.0389,2024-12-31 12:44:35.587716,2,3
683,성동구 금호동1가,37.5497,127.0197,2024-12-13 07:12:47.298592,1,2
684,광진구 화양동,37.5454,127.0676,2025-01-22 01:45:36.666487,1,1
685,종로구 청운동,37.5866,126.9697,2025-02-07 06:45:26.636088,3,3
686,영등포구 여의도동,37.5245,126.9275,2025-01-17 18:19:56.910511,3,4
687,중랑구 묵동,37.6121,127.0761,2025-02-23 10:06:08.278786,2,2
688,강동구 둔촌동,37.5266,127.1365,2025-02-18 06:41:32.357113,2,2
689,성동구 성수동1가,37.5477,127.0422,2025-01-22 02:02:53.353999,1,1
